log2_accesses,addr_bits,name,cost,k
15,34,sort,51539705856.0,
15,34,subbitsplit,333824.0,11
15,34,gcd_uniq,196608.0,
18,34,bitsplit,8912896.0,
18,34,sort,51540393984.0,
18,34,subbitsplit,1966080.0,17
18,34,gcd_uniq,1572864.0,
0,35,bitsplit,35.0,
0,35,sort,103079215107.0,
0,35,subbitsplit,59.0,3
0,35,gcd_uniq,6.0,
3,35,bitsplit,280.0,
3,35,sort,103079215128.0,
3,35,subbitsplit,264.0,5
3,35,gcd_uniq,48.0,
6,35,bitsplit,2240.0,
6,35,sort,103079215296.0,
6,35,subbitsplit,1344.0,7
6,35,gcd_uniq,384.0,
9,35,bitsplit,17920.0,
9,35,sort,103079216640.0,
9,35,subbitsplit,8064.0,7
9,35,gcd_uniq,3072.0,
12,35,bitsplit,143360.0,
12,35,sort,103079227392.0,
12,35,subbitsplit,51200.0,11
12,35,gcd_uniq,24576.0,
15,35,bitsplit,1146880.0,
15,35,sort,103079313408.0,
15,35,subbitsplit,366592.0,11
15,35,gcd_uniq,196608.0,
18,35,bitsplit,9175040.0,
18,35,sort,103080001536.0,
18,35,subbitsplit,2228224.0,17
18,35,gcd_uniq,1572864.0,
0,36,bitsplit,36.0,
0,36,sort,206158430211.0,
0,36,subbitsplit,60.0,3
0,36,gcd_uniq,6.0,
3,36,bitsplit,288.0,
3,36,sort,206158430232.0,
3,36,subbitsplit,264.0,4
3,36,gcd_uniq,48.0,
6,36,bitsplit,2304.0,
6,36,sort,206158430400.0,
6,36,subbitsplit,1344.0,6
6,36,gcd_uniq,384.0,
9,36,bitsplit,18432.0,
9,36,sort,206158431744.0,
9,36,subbitsplit,7680.0,9
9,36,gcd_uniq,3072.0,
12,36,bitsplit,147456.0,
12,36,sort,206158442496.0,
12,36,subbitsplit,49152.0,12
12,36,gcd_uniq,24576.0,
15,36,bitsplit,1179648.0,
15,36,sort,206158528512.0,
15,36,subbitsplit,307200.0,12
15,36,gcd_uniq,196608.0,
18,36,bitsplit,9437184.0,
18,36,sort,206159216640.0,
18,36,subbitsplit,2359296.0,18
18,36,gcd_uniq,1572864.0,
0,37,bitsplit,37.0,
0,37,sort,412316860419.0,
0,37,subbitsplit,61.0,3
0,37,gcd_uniq,6.0,
3,37,bitsplit,296.0,
3,37,sort,412316860440.0,
3,37,subbitsplit,272.0,4
3,37,gcd_uniq,48.0,
6,37,bitsplit,2368.0,
6,37,sort,412316860608.0,
6,37,subbitsplit,1408.0,6
6,37,gcd_uniq,384.0,
9,37,bitsplit,18944.0,
9,37,sort,412316861952.0,
9,37,subbitsplit,8192.0,9
9,37,gcd_uniq,3072.0,
12,37,bitsplit,151552.0,
12,37,sort,412316872704.0,
12,37,subbitsplit,53248.0,12
12,37,gcd_uniq,24576.0,
15,37,bitsplit,1212416.0,
15,37,sort,412316958720.0,
15,37,subbitsplit,339968.0,12
15,37,gcd_uniq,196608.0,
18,37,bitsplit,9699328.0,
18,37,sort,412317646848.0,
18,37,subbitsplit,2621440.0,18
18,37,gcd_uniq,1572864.0,
0,38,bitsplit,38.0,
0,38,sort,824633720835.0,
0,38,subbitsplit,62.0,3
0,38,gcd_uniq,6.0,
3,38,bitsplit,304.0,
3,38,sort,824633720856.0,
3,38,subbitsplit,280.0,4
3,38,gcd_uniq,48.0,
6,38,bitsplit,2432.0,
6,38,sort,824633721024.0,
6,38,subbitsplit,1472.0,6
6,38,gcd_uniq,384.0,
9,38,bitsplit,19456.0,
9,38,sort,824633722368.0,
9,38,subbitsplit,8704.0,9
9,38,gcd_uniq,3072.0,
12,38,bitsplit,155648.0,
12,38,sort,824633733120.0,
12,38,subbitsplit,57344.0,12
12,38,gcd_uniq,24576.0,
15,38,bitsplit,1245184.0,
15,38,sort,824633819136.0,
15,38,subbitsplit,372736.0,12
15,38,gcd_uniq,196608.0,
18,38,bitsplit,9961472.0,
18,38,sort,824634507264.0,
18,38,subbitsplit,2883584.0,18
18,38,gcd_uniq,1572864.0,
0,39,bitsplit,39.0,
0,39,sort,1649267441667.0,
0,39,subbitsplit,63.0,3
0,39,gcd_uniq,6.0,
3,39,bitsplit,312.0,
3,39,sort,1649267441688.0,
3,39,subbitsplit,288.0,4
3,39,gcd_uniq,48.0,
6,39,bitsplit,2496.0,
6,39,sort,1649267441856.0,
6,39,subbitsplit,1536.0,6
6,39,gcd_uniq,384.0,
9,39,bitsplit,19968.0,
9,39,sort,1649267443200.0,
9,39,subbitsplit,9216.0,9
9,39,gcd_uniq,3072.0,
12,39,bitsplit,159744.0,
12,39,sort,1649267453952.0,
12,39,subbitsplit,61440.0,13
12,39,gcd_uniq,24576.0,
15,39,bitsplit,1277952.0,
15,39,sort,1649267539968.0,
15,39,subbitsplit,319488.0,13
15,39,gcd_uniq,196608.0,
18,39,bitsplit,10223616.0,
18,39,sort,1649268228096.0,
18,39,subbitsplit,2383872.0,13
18,39,gcd_uniq,1572864.0,
0,40,bitsplit,40.0,
0,40,sort,3298534883331.0,
0,40,subbitsplit,64.0,3
0,40,gcd_uniq,6.0,
3,40,bitsplit,320.0,
3,40,sort,3298534883352.0,
3,40,subbitsplit,288.0,5
3,40,gcd_uniq,48.0,
6,40,bitsplit,2560.0,
6,40,sort,3298534883520.0,
6,40,subbitsplit,1600.0,6
6,40,gcd_uniq,384.0,
9,40,bitsplit,20480.0,
9,40,sort,3298534884864.0,
9,40,subbitsplit,8448.0,8
9,40,gcd_uniq,3072.0,
12,40,bitsplit,163840.0,
12,40,sort,3298534895616.0,
12,40,subbitsplit,52224.0,10
12,40,gcd_uniq,24576.0,
15,40,bitsplit,1310720.0,
15,40,sort,3298534981632.0,
15,40,subbitsplit,352256.0,13
15,40,gcd_uniq,196608.0,
18,40,bitsplit,10485760.0,
18,40,sort,3298535669760.0,
18,40,subbitsplit,2646016.0,13
18,40,gcd_uniq,1572864.0,
0,41,bitsplit,41.0,
0,41,sort,6597069766659.0,
0,41,subbitsplit,65.0,3
0,41,gcd_uniq,6.0,
3,41,bitsplit,328.0,
3,41,sort,6597069766680.0,
3,41,subbitsplit,296.0,5
3,41,gcd_uniq,48.0,
6,41,bitsplit,2624.0,
6,41,sort,6597069766848.0,
6,41,subbitsplit,1664.0,6
6,41,gcd_uniq,384.0,
9,41,bitsplit,20992.0,
9,41,sort,6597069768192.0,
9,41,subbitsplit,8960.0,8
9,41,gcd_uniq,3072.0,
12,41,bitsplit,167936.0,
12,41,sort,6597069778944.0,
12,41,subbitsplit,56320.0,10
12,41,gcd_uniq,24576.0,
15,41,bitsplit,1343488.0,
15,41,sort,6597069864960.0,
15,41,subbitsplit,385024.0,13
15,41,gcd_uniq,196608.0,
18,41,bitsplit,10747904.0,
18,41,sort,6597070553088.0,
18,41,subbitsplit,2908160.0,13
18,41,gcd_uniq,1572864.0,
0,42,bitsplit,42.0,
0,42,sort,13194139533315.0,
0,42,subbitsplit,66.0,3
0,42,gcd_uniq,6.0,
3,42,bitsplit,336.0,
3,42,sort,13194139533336.0,
3,42,subbitsplit,304.0,5
3,42,gcd_uniq,48.0,
6,42,bitsplit,2688.0,
6,42,sort,13194139533504.0,
6,42,subbitsplit,1536.0,7
6,42,gcd_uniq,384.0,
9,42,bitsplit,21504.0,
9,42,sort,13194139534848.0,
9,42,subbitsplit,9472.0,8
9,42,gcd_uniq,3072.0,
12,42,bitsplit,172032.0,
12,42,sort,13194139545600.0,
12,42,subbitsplit,60416.0,10
12,42,gcd_uniq,24576.0,
15,42,bitsplit,1376256.0,
15,42,sort,13194139631616.0,
15,42,subbitsplit,344064.0,14
15,42,gcd_uniq,196608.0,
18,42,bitsplit,11010048.0,
18,42,sort,13194140319744.0,
18,42,subbitsplit,2408448.0,14
18,42,gcd_uniq,1572864.0,
0,43,bitsplit,43.0,
0,43,sort,26388279066627.0,
0,43,subbitsplit,67.0,3
0,43,gcd_uniq,6.0,
3,43,bitsplit,344.0,
3,43,sort,26388279066648.0,
3,43,subbitsplit,312.0,5
3,43,gcd_uniq,48.0,
6,43,bitsplit,2752.0,
6,43,sort,26388279066816.0,
6,43,subbitsplit,1600.0,7
6,43,gcd_uniq,384.0,
9,43,bitsplit,22016.0,
9,43,sort,26388279068160.0,
9,43,subbitsplit,9984.0,8
9,43,gcd_uniq,3072.0,
12,43,bitsplit,176128.0,
12,43,sort,26388279078912.0,
12,43,subbitsplit,64512.0,10
12,43,gcd_uniq,24576.0,
15,43,bitsplit,1409024.0,
15,43,sort,26388279164928.0,
15,43,subbitsplit,376832.0,14
15,43,gcd_uniq,196608.0,
18,43,bitsplit,11272192.0,
18,43,sort,26388279853056.0,
18,43,subbitsplit,2670592.0,14
18,43,gcd_uniq,1572864.0,
0,44,bitsplit,44.0,
0,44,sort,52776558133251.0,
0,44,subbitsplit,68.0,3
0,44,gcd_uniq,6.0,
3,44,bitsplit,352.0,
3,44,sort,52776558133272.0,
3,44,subbitsplit,312.0,4
3,44,gcd_uniq,48.0,
6,44,bitsplit,2816.0,
6,44,sort,52776558133440.0,
6,44,subbitsplit,1664.0,7
6,44,gcd_uniq,384.0,
9,44,bitsplit,22528.0,
9,44,sort,52776558134784.0,
9,44,subbitsplit,10496.0,8
9,44,gcd_uniq,3072.0,
12,44,bitsplit,180224.0,
12,44,sort,52776558145536.0,
12,44,subbitsplit,55296.0,11
12,44,gcd_uniq,24576.0,
15,44,bitsplit,1441792.0,
15,44,sort,52776558231552.0,
15,44,subbitsplit,399360.0,11
15,44,gcd_uniq,196608.0,
18,44,bitsplit,11534336.0,
18,44,sort,52776558919680.0,
18,44,subbitsplit,2932736.0,14
18,44,gcd_uniq,1572864.0,
0,45,bitsplit,45.0,
0,45,sort,105553116266499.0,
0,45,subbitsplit,69.0,3
0,45,gcd_uniq,6.0,
3,45,bitsplit,360.0,
3,45,sort,105553116266520.0,
3,45,subbitsplit,312.0,5
3,45,gcd_uniq,48.0,
6,45,bitsplit,2880.0,
6,45,sort,105553116266688.0,
6,45,subbitsplit,1728.0,7
6,45,gcd_uniq,384.0,
9,45,bitsplit,23040.0,
9,45,sort,105553116268032.0,
9,45,subbitsplit,9216.0,9
9,45,gcd_uniq,3072.0,
12,45,bitsplit,184320.0,
12,45,sort,105553116278784.0,
12,45,subbitsplit,59392.0,11
12,45,gcd_uniq,24576.0,
15,45,bitsplit,1474560.0,
15,45,sort,105553116364800.0,
15,45,subbitsplit,393216.0,15
15,45,gcd_uniq,196608.0,
18,45,bitsplit,11796480.0,
18,45,sort,105553117052928.0,
18,45,subbitsplit,2457600.0,15
18,45,gcd_uniq,1572864.0,
0,46,bitsplit,46.0,
0,46,sort,211106232532995.0,
0,46,subbitsplit,70.0,3
0,46,gcd_uniq,6.0,
3,46,bitsplit,368.0,
3,46,sort,211106232533016.0,
3,46,subbitsplit,320.0,5
3,46,gcd_uniq,48.0,
6,46,bitsplit,2944.0,
6,46,sort,211106232533184.0,
6,46,subbitsplit,1792.0,7
6,46,gcd_uniq,384.0,
9,46,bitsplit,23552.0,
9,46,sort,211106232534528.0,
9,46,subbitsplit,9728.0,9
9,46,gcd_uniq,3072.0,
12,46,bitsplit,188416.0,
12,46,sort,211106232545280.0,
12,46,subbitsplit,63488.0,11
12,46,gcd_uniq,24576.0,
15,46,bitsplit,1507328.0,
15,46,sort,211106232631296.0,
15,46,subbitsplit,425984.0,15
15,46,gcd_uniq,196608.0,
18,46,bitsplit,12058624.0,
18,46,sort,211106233319424.0,
18,46,subbitsplit,2719744.0,15
18,46,gcd_uniq,1572864.0,
0,47,bitsplit,47.0,
0,47,sort,422212465065987.0,
0,47,subbitsplit,71.0,3
0,47,gcd_uniq,6.0,
3,47,bitsplit,376.0,
3,47,sort,422212465066008.0,
3,47,subbitsplit,328.0,5
3,47,gcd_uniq,48.0,
6,47,bitsplit,3008.0,
6,47,sort,422212465066176.0,
6,47,subbitsplit,1856.0,7
6,47,gcd_uniq,384.0,
9,47,bitsplit,24064.0,
9,47,sort,422212465067520.0,
9,47,subbitsplit,10240.0,9
9,47,gcd_uniq,3072.0,
12,47,bitsplit,192512.0,
12,47,sort,422212465078272.0,
12,47,subbitsplit,67584.0,11
12,47,gcd_uniq,24576.0,
15,47,bitsplit,1540096.0,
15,47,sort,422212465164288.0,
15,47,subbitsplit,458752.0,15
15,47,gcd_uniq,196608.0,
18,47,bitsplit,12320768.0,
18,47,sort,422212465852416.0,
18,47,subbitsplit,2981888.0,15
18,47,gcd_uniq,1572864.0,
0,48,bitsplit,48.0,
0,48,sort,844424930131971.0,
0,48,subbitsplit,72.0,3
0,48,gcd_uniq,6.0,
3,48,bitsplit,384.0,
3,48,sort,844424930131992.0,
3,48,subbitsplit,336.0,5
3,48,gcd_uniq,48.0,
6,48,bitsplit,3072.0,
6,48,sort,844424930132160.0,
6,48,subbitsplit,1728.0,6
6,48,gcd_uniq,384.0,
9,48,bitsplit,24576.0,
9,48,sort,844424930133504.0,
9,48,subbitsplit,9984.0,8
9,48,gcd_uniq,3072.0,
12,48,bitsplit,196608.0,
12,48,sort,844424930144256.0,
12,48,subbitsplit,61440.0,12
12,48,gcd_uniq,24576.0,
15,48,bitsplit,1572864.0,
15,48,sort,844424930230272.0,
15,48,subbitsplit,405504.0,12
15,48,gcd_uniq,196608.0,
18,48,bitsplit,12582912.0,
18,48,sort,844424930918400.0,
18,48,subbitsplit,2555904.0,16
18,48,gcd_uniq,1572864.0,
0,49,bitsplit,49.0,
0,49,sort,1688849860263939.0,
0,49,subbitsplit,73.0,3
0,49,gcd_uniq,6.0,
3,49,bitsplit,392.0,
3,49,sort,1688849860263960.0,
3,49,subbitsplit,344.0,5
3,49,gcd_uniq,48.0,
6,49,bitsplit,3136.0,
6,49,sort,1688849860264128.0,
6,49,subbitsplit,1728.0,7
6,49,gcd_uniq,384.0,
9,49,bitsplit,25088.0,
9,49,sort,1688849860265472.0,
9,49,subbitsplit,10496.0,8
9,49,gcd_uniq,3072.0,
12,49,bitsplit,200704.0,
12,49,sort,1688849860276224.0,
12,49,subbitsplit,65536.0,12
12,49,gcd_uniq,24576.0,
15,49,bitsplit,1605632.0,
15,49,sort,1688849860362240.0,
15,49,subbitsplit,438272.0,12
15,49,gcd_uniq,196608.0,
18,49,bitsplit,12845056.0,
18,49,sort,1688849861050368.0,
18,49,subbitsplit,2818048.0,16
18,49,gcd_uniq,1572864.0,
0,50,bitsplit,50.0,
0,50,sort,3377699720527875.0,
0,50,subbitsplit,74.0,3
0,50,gcd_uniq,6.0,
3,50,bitsplit,400.0,
3,50,sort,3377699720527896.0,
3,50,subbitsplit,336.0,5
3,50,gcd_uniq,48.0,
6,50,bitsplit,3200.0,
6,50,sort,3377699720528064.0,
6,50,subbitsplit,1792.0,7
6,50,gcd_uniq,384.0,
9,50,bitsplit,25600.0,
9,50,sort,3377699720529408.0,
9,50,subbitsplit,10752.0,10
9,50,gcd_uniq,3072.0,
12,50,bitsplit,204800.0,
12,50,sort,3377699720540160.0,
12,50,subbitsplit,64512.0,10
12,50,gcd_uniq,24576.0,
15,50,bitsplit,1638400.0,
15,50,sort,3377699720626176.0,
15,50,subbitsplit,471040.0,12
15,50,gcd_uniq,196608.0,
18,50,bitsplit,13107200.0,
18,50,sort,3377699721314304.0,
18,50,subbitsplit,3080192.0,16
18,50,gcd_uniq,1572864.0,
0,51,bitsplit,51.0,
0,51,sort,6755399441055747.0,
0,51,subbitsplit,75.0,3
0,51,gcd_uniq,6.0,
3,51,bitsplit,408.0,
3,51,sort,6755399441055768.0,
3,51,subbitsplit,344.0,5
3,51,gcd_uniq,48.0,
6,51,bitsplit,3264.0,
6,51,sort,6755399441055936.0,
6,51,subbitsplit,1856.0,7
6,51,gcd_uniq,384.0,
9,51,bitsplit,26112.0,
9,51,sort,6755399441057280.0,
9,51,subbitsplit,11264.0,10
9,51,gcd_uniq,3072.0,
12,51,bitsplit,208896.0,
12,51,sort,6755399441068032.0,
12,51,subbitsplit,68608.0,10
12,51,gcd_uniq,24576.0,
15,51,bitsplit,1671168.0,
15,51,sort,6755399441154048.0,
15,51,subbitsplit,503808.0,12
15,51,gcd_uniq,196608.0,
18,51,bitsplit,13369344.0,
18,51,sort,6755399441842176.0,
18,51,subbitsplit,2752512.0,17
18,51,gcd_uniq,1572864.0,
0,52,bitsplit,52.0,
0,52,sort,1.3510798882111492e+16,
0,52,subbitsplit,76.0,3
0,52,gcd_uniq,6.0,
3,52,bitsplit,416.0,
3,52,sort,1.3510798882111512e+16,
3,52,subbitsplit,352.0,5
3,52,gcd_uniq,48.0,
6,52,bitsplit,3328.0,
6,52,sort,1.351079888211168e+16,
6,52,subbitsplit,1920.0,7
6,52,gcd_uniq,384.0,
9,52,bitsplit,26624.0,
9,52,sort,1.3510798882113024e+16,
9,52,subbitsplit,11776.0,10
9,52,gcd_uniq,3072.0,
12,52,bitsplit,212992.0,
12,52,sort,1.3510798882123776e+16,
12,52,subbitsplit,72704.0,10
12,52,gcd_uniq,24576.0,
15,52,bitsplit,1703936.0,
15,52,sort,1.3510798882209792e+16,
15,52,subbitsplit,417792.0,13
15,52,gcd_uniq,196608.0,
18,52,bitsplit,13631488.0,
18,52,sort,1.351079888289792e+16,
18,52,subbitsplit,3014656.0,17
18,52,gcd_uniq,1572864.0,
0,53,bitsplit,53.0,
0,53,sort,2.702159776422298e+16,
0,53,subbitsplit,77.0,3
0,53,gcd_uniq,6.0,
3,53,bitsplit,424.0,
3,53,sort,2.7021597764223e+16,
3,53,subbitsplit,360.0,5
3,53,gcd_uniq,48.0,
6,53,bitsplit,3392.0,
6,53,sort,2.702159776422317e+16,
6,53,subbitsplit,1984.0,7
6,53,gcd_uniq,384.0,
9,53,bitsplit,27136.0,
9,53,sort,2.702159776422451e+16,
9,53,subbitsplit,12288.0,10
9,53,gcd_uniq,3072.0,
12,53,bitsplit,217088.0,
12,53,sort,2.7021597764235264e+16,
12,53,subbitsplit,76800.0,10
12,53,gcd_uniq,24576.0,
15,53,bitsplit,1736704.0,
15,53,sort,2.702159776432128e+16,
15,53,subbitsplit,450560.0,13
15,53,gcd_uniq,196608.0,
18,53,bitsplit,13893632.0,
18,53,sort,2.702159776500941e+16,
18,53,subbitsplit,3276800.0,17
18,53,gcd_uniq,1572864.0,
0,54,bitsplit,54.0,
0,54,sort,5.404319552844595e+16,
0,54,subbitsplit,78.0,3
0,54,gcd_uniq,6.0,
3,54,bitsplit,432.0,
3,54,sort,5.4043195528445976e+16,
3,54,subbitsplit,368.0,5
3,54,gcd_uniq,48.0,
6,54,bitsplit,3456.0,
6,54,sort,5.404319552844614e+16,
6,54,subbitsplit,1920.0,6
6,54,gcd_uniq,384.0,
9,54,bitsplit,27648.0,
9,54,sort,5.404319552844749e+16,
9,54,subbitsplit,10752.0,9
9,54,gcd_uniq,3072.0,
12,54,bitsplit,221184.0,
12,54,sort,5.404319552845824e+16,
12,54,subbitsplit,75264.0,9
12,54,gcd_uniq,24576.0,
15,54,bitsplit,1769472.0,
15,54,sort,5.404319552854426e+16,
15,54,subbitsplit,483328.0,13
15,54,gcd_uniq,196608.0,
18,54,bitsplit,14155776.0,
18,54,sort,5.404319552923238e+16,
18,54,subbitsplit,3145728.0,18
18,54,gcd_uniq,1572864.0,
0,55,bitsplit,55.0,
0,55,sort,1.080863910568919e+17,
0,55,subbitsplit,79.0,3
0,55,gcd_uniq,6.0,
3,55,bitsplit,440.0,
3,55,sort,1.0808639105689194e+17,
3,55,subbitsplit,360.0,5
3,55,gcd_uniq,48.0,
6,55,bitsplit,3520.0,
6,55,sort,1.080863910568921e+17,
6,55,subbitsplit,1984.0,6
6,55,gcd_uniq,384.0,
9,55,bitsplit,28160.0,
9,55,sort,1.0808639105689344e+17,
9,55,subbitsplit,11264.0,9
9,55,gcd_uniq,3072.0,
12,55,bitsplit,225280.0,
12,55,sort,1.080863910569042e+17,
12,55,subbitsplit,67584.0,11
12,55,gcd_uniq,24576.0,
15,55,bitsplit,1802240.0,
15,55,sort,1.080863910569902e+17,
15,55,subbitsplit,497664.0,11
15,55,gcd_uniq,196608.0,
18,55,bitsplit,14417920.0,
18,55,sort,1.0808639105767834e+17,
18,55,subbitsplit,3407872.0,18
18,55,gcd_uniq,1572864.0,
0,56,bitsplit,56.0,
0,56,sort,2.161727821137838e+17,
0,56,subbitsplit,80.0,3
0,56,gcd_uniq,6.0,
3,56,bitsplit,448.0,
3,56,sort,2.1617278211378384e+17,
3,56,subbitsplit,368.0,5
3,56,gcd_uniq,48.0,
6,56,bitsplit,3584.0,
6,56,sort,2.16172782113784e+17,
6,56,subbitsplit,1920.0,7
6,56,gcd_uniq,384.0,
9,56,bitsplit,28672.0,
9,56,sort,2.1617278211378534e+17,
9,56,subbitsplit,11520.0,8
9,56,gcd_uniq,3072.0,
12,56,bitsplit,229376.0,
12,56,sort,2.161727821137961e+17,
12,56,subbitsplit,71680.0,11
12,56,gcd_uniq,24576.0,
15,56,bitsplit,1835008.0,
15,56,sort,2.161727821138821e+17,
15,56,subbitsplit,442368.0,14
15,56,gcd_uniq,196608.0,
18,56,bitsplit,14680064.0,
18,56,sort,2.1617278211457024e+17,
18,56,subbitsplit,3194880.0,14
18,56,gcd_uniq,1572864.0,
0,57,bitsplit,57.0,
0,57,sort,4.323455642275676e+17,
0,57,subbitsplit,81.0,3
0,57,gcd_uniq,6.0,
3,57,bitsplit,456.0,
3,57,sort,4.323455642275676e+17,
3,57,subbitsplit,376.0,5
3,57,gcd_uniq,48.0,
6,57,bitsplit,3648.0,
6,57,sort,4.323455642275678e+17,
6,57,subbitsplit,1984.0,7
6,57,gcd_uniq,384.0,
9,57,bitsplit,29184.0,
9,57,sort,4.3234556422756915e+17,
9,57,subbitsplit,12032.0,8
9,57,gcd_uniq,3072.0,
12,57,bitsplit,233472.0,
12,57,sort,4.323455642275799e+17,
12,57,subbitsplit,75776.0,11
12,57,gcd_uniq,24576.0,
15,57,bitsplit,1867776.0,
15,57,sort,4.323455642276659e+17,
15,57,subbitsplit,475136.0,14
15,57,gcd_uniq,196608.0,
18,57,bitsplit,14942208.0,
18,57,sort,4.3234556422835405e+17,
18,57,subbitsplit,3457024.0,14
18,57,gcd_uniq,1572864.0,
0,58,bitsplit,58.0,
0,58,sort,8.646911284551352e+17,
0,58,subbitsplit,82.0,3
0,58,gcd_uniq,6.0,
3,58,bitsplit,464.0,
3,58,sort,8.646911284551352e+17,
3,58,subbitsplit,384.0,5
3,58,gcd_uniq,48.0,
6,58,bitsplit,3712.0,
6,58,sort,8.646911284551355e+17,
6,58,subbitsplit,2048.0,7
6,58,gcd_uniq,384.0,
9,58,bitsplit,29696.0,
9,58,sort,8.646911284551368e+17,
9,58,subbitsplit,12544.0,8
9,58,gcd_uniq,3072.0,
12,58,bitsplit,237568.0,
12,58,sort,8.646911284551475e+17,
12,58,subbitsplit,79872.0,11
12,58,gcd_uniq,24576.0,
15,58,bitsplit,1900544.0,
15,58,sort,8.646911284552335e+17,
15,58,subbitsplit,507904.0,14
15,58,gcd_uniq,196608.0,
18,58,bitsplit,15204352.0,
18,58,sort,8.646911284559217e+17,
18,58,subbitsplit,3719168.0,14
18,58,gcd_uniq,1572864.0,
0,59,bitsplit,59.0,
0,59,sort,1.7293822569102705e+18,
0,59,subbitsplit,83.0,3
0,59,gcd_uniq,6.0,
3,59,bitsplit,472.0,
3,59,sort,1.7293822569102705e+18,
3,59,subbitsplit,392.0,5
3,59,gcd_uniq,48.0,
6,59,bitsplit,3776.0,
6,59,sort,1.7293822569102707e+18,
6,59,subbitsplit,2112.0,7
6,59,gcd_uniq,384.0,
9,59,bitsplit,30208.0,
9,59,sort,1.729382256910272e+18,
9,59,subbitsplit,13056.0,8
9,59,gcd_uniq,3072.0,
12,59,bitsplit,241664.0,
12,59,sort,1.7293822569102828e+18,
12,59,subbitsplit,83968.0,11
12,59,gcd_uniq,24576.0,
15,59,bitsplit,1933312.0,
15,59,sort,1.7293822569103688e+18,
15,59,subbitsplit,540672.0,14
15,59,gcd_uniq,196608.0,
18,59,bitsplit,15466496.0,
18,59,sort,1.729382256911057e+18,
18,59,subbitsplit,3981312.0,14
18,59,gcd_uniq,1572864.0,
0,60,bitsplit,60.0,
0,60,sort,3.458764513820541e+18,
0,60,subbitsplit,84.0,3
0,60,gcd_uniq,6.0,
3,60,bitsplit,480.0,
3,60,sort,3.458764513820541e+18,
3,60,subbitsplit,384.0,5
3,60,gcd_uniq,48.0,
6,60,bitsplit,3840.0,
6,60,sort,3.458764513820541e+18,
6,60,subbitsplit,2112.0,6
6,60,gcd_uniq,384.0,
9,60,bitsplit,30720.0,
9,60,sort,3.4587645138205425e+18,
9,60,subbitsplit,12288.0,10
9,60,gcd_uniq,3072.0,
12,60,bitsplit,245760.0,
12,60,sort,3.458764513820553e+18,
12,60,subbitsplit,73728.0,12
12,60,gcd_uniq,24576.0,
15,60,bitsplit,1966080.0,
15,60,sort,3.458764513820639e+18,
15,60,subbitsplit,491520.0,15
15,60,gcd_uniq,196608.0,
18,60,bitsplit,15728640.0,
18,60,sort,3.4587645138213274e+18,
18,60,subbitsplit,3244032.0,15
18,60,gcd_uniq,1572864.0,
0,61,bitsplit,61.0,
0,61,sort,6.917529027641082e+18,
0,61,subbitsplit,85.0,3
0,61,gcd_uniq,6.0,
3,61,bitsplit,488.0,
3,61,sort,6.917529027641082e+18,
3,61,subbitsplit,392.0,5
3,61,gcd_uniq,48.0,
6,61,bitsplit,3904.0,
6,61,sort,6.917529027641082e+18,
6,61,subbitsplit,2176.0,6
6,61,gcd_uniq,384.0,
9,61,bitsplit,31232.0,
9,61,sort,6.917529027641084e+18,
9,61,subbitsplit,12800.0,10
9,61,gcd_uniq,3072.0,
12,61,bitsplit,249856.0,
12,61,sort,6.917529027641094e+18,
12,61,subbitsplit,77824.0,12
12,61,gcd_uniq,24576.0,
15,61,bitsplit,1998848.0,
15,61,sort,6.91752902764118e+18,
15,61,subbitsplit,524288.0,15
15,61,gcd_uniq,196608.0,
18,61,bitsplit,15990784.0,
18,61,sort,6.917529027641868e+18,
18,61,subbitsplit,3506176.0,15
18,61,gcd_uniq,1572864.0,
0,62,bitsplit,62.0,
0,62,sort,1.3835058055282164e+19,
0,62,subbitsplit,86.0,3
0,62,gcd_uniq,6.0,
3,62,bitsplit,496.0,
3,62,sort,1.3835058055282164e+19,
3,62,subbitsplit,400.0,5
3,62,gcd_uniq,48.0,
6,62,bitsplit,3968.0,
6,62,sort,1.3835058055282164e+19,
6,62,subbitsplit,2240.0,6
6,62,gcd_uniq,384.0,
9,62,bitsplit,31744.0,
9,62,sort,1.3835058055282166e+19,
9,62,subbitsplit,13312.0,10
9,62,gcd_uniq,3072.0,
12,62,bitsplit,253952.0,
12,62,sort,1.3835058055282176e+19,
12,62,subbitsplit,81920.0,12
12,62,gcd_uniq,24576.0,
15,62,bitsplit,2031616.0,
15,62,sort,1.3835058055282262e+19,
15,62,subbitsplit,557056.0,15
15,62,gcd_uniq,196608.0,
18,62,bitsplit,16252928.0,
18,62,sort,1.383505805528295e+19,
18,62,subbitsplit,3768320.0,15
18,62,gcd_uniq,1572864.0,
0,63,bitsplit,63.0,
0,63,sort,2.7670116110564327e+19,
0,63,subbitsplit,87.0,3
0,63,gcd_uniq,6.0,
3,63,bitsplit,504.0,
3,63,sort,2.7670116110564327e+19,
3,63,subbitsplit,408.0,5
3,63,gcd_uniq,48.0,
6,63,bitsplit,4032.0,
6,63,sort,2.7670116110564327e+19,
6,63,subbitsplit,2112.0,7
6,63,gcd_uniq,384.0,
9,63,bitsplit,32256.0,
9,63,sort,2.7670116110564327e+19,
9,63,subbitsplit,12288.0,9
9,63,gcd_uniq,3072.0,
12,63,bitsplit,258048.0,
12,63,sort,2.767011611056434e+19,
12,63,subbitsplit,86016.0,12
12,63,gcd_uniq,24576.0,
